MAE,MSE,Coverage 95%PI,WIS
171.526212027453,61900.1664126864,90.6666666666667,115.265721060499
190.988117049096,66113.0655279983,94.6666666666667,122.581367708741
190.184245063426,66637.5851443698,94.6666666666667,122.372244299012
186.185837618549,64653.9382189916,93.3333333333333,118.916501612056
