time,Rt median,Rt 95%CI LB,Rt 95% CI UB
0.01,18050.3542259515,18028.2513937097,18070.1518418189
1.01,9.89924967674666,9.24959694513367,10.4395633996377
2.01,3.30950965286981,3.14745117819201,3.45031216391783
3.01,1.70415497030307,1.59064452197634,1.83396790718143
4.01,1.03581353098763,0.943743749455452,1.12424789725119
5.01,0.69113870690541,0.610197192985209,0.772412910332012
6.01,0.490577994248169,0.412707394037107,0.564537843758714
7.01,0.364988138676874,0.293157772516738,0.436221229024189
8.01,0.281721756009847,0.211342791243664,0.349347441155971
9.01,0.22519085338849,0.160291822730369,0.292582673353914
10.01,0.187011944889062,0.12549661930323,0.255863928827907
11.01,0.156722021708137,0.102053578460663,0.223867167574957
12.01,0.133812097405685,0.0837526371190332,0.197885897559653
13.01,0.111494448816546,0.0656201759086579,0.179897203822268
14.01,0.0944967053977343,0.0520864429239974,0.162898056239808
15.01,0.0798055595910818,0.0405254488506772,0.151996848641014
16.01,0.0683165387067916,0.0309154919095808,0.139947192031702
17.01,0.0579747710898436,0.0242727916568408,0.133335687436847
18.01,0.0564062601430182,0.0083025728935986,0.12446190753798
19.01,0.0605722505042262,-0.026489936195664,0.120161611361144
20.01,0.0639008385252414,-0.0192071499274115,0.125747005593078
21.01,0.0750595525358708,-0.0379483930448965,0.145067377540756
22.01,0.0659361795028829,-0.0457529715330519,0.172028456499674
23.01,0.0607375149798853,-0.0789846411942582,0.192602020035459
24.01,0.0481254333655137,-0.0880127380139576,0.22689600368197
25.01,0.0353125248995332,-0.162123098344521,0.26868882586782
26.01,0.0219363866585418,-0.271233988714421,0.323665819136626
27.01,0.00705646304474804,-0.371636886103668,0.338259506523325
28.01,-0.00560759859489306,-0.455713780990166,0.491299261933876
29.01,-0.0292576952091826,-0.657111089252628,0.563849153736753
30.01,-0.0164544517724816,-1.05512741886804,0.585729441692278
31.01,-0.0391877378133896,-1.77810764042897,0.799698961432547
32.01,-0.0470135117463427,-2.93266357551838,1.02503515484628
33.01,-0.0788017104351779,-11.0639490868369,1.84860421045478
34.01,-0.0377596822588488,-5.77961550673402,3.28137183841569
35.01,-0.0610542514519765,-5.70008687556399,3.09576492484995
36.01,-0.126624378959785,-1.97852769371416,3.46369857572594
37.01,-0.14812523377343,-4.04479212569389,5.72490288295516
38.01,-0.126452451924503,-3.79794280341112,2.83715789778927
