MAE,MSE,Coverage 95%PI,WIS
191.456070667808,67595.2235799714,93.3333333333333,121.959099093251
190.559486252388,66698.1798101975,93.3333333333333,121.134869623163
190.8296618481,66891.8316734654,94.6666666666667,120.281117570594
190.02940295926,66620.3435885726,94.6666666666667,122.131625170569
