month,day,data,median,LB,UB
2,27,1,1,1,1
2,28,0,-6.15883106491292,-0,513.484167431252
2,29,1,2.34631670734551,-0,516.656140208454
3,1,0,4.67994302448509,-0,516.416843749838
3,2,5,-3.14698578218897,-0,515.138382842678
3,3,1,3.67944600528083,-0,520.888516189757
3,4,4,8.84461017350743,-0,529.762742594995
3,5,1,12.5111670733848,-0,541.93569256846
3,6,2,12.9603445674009,-0,523.504701373439
3,7,3,23.6290947701692,-0,549.918714490459
3,8,4,16.149631785831,-0,539.859414758688
3,9,2,24.9434293280515,-0,561.746661586993
3,10,5,37.5174190786584,-0,572.755235755052
3,11,5,45.4080888003173,-0,563.905186998422
3,12,11,52.2729040416844,-0,576.65712783056
3,13,7,66.4842325511243,-0,597.481154693558
3,14,9,81.268154142745,-0,596.430757996197
3,15,11,105.80822951192,-0,636.509900779158
3,16,25,117.243999500187,-0,654.548886275194
3,17,36,145.011016796808,-0,666.157945812744
3,18,65,170.562810081353,-0,713.134588176617
3,19,75,202.39980679324,-0,739.791255211589
3,20,105,238.060284531146,-0,744.919877801585
3,21,104,287.377534680142,-0,825.146998980317
3,22,121,340.928918527064,-0,853.24312646607
3,23,187,380.238641112842,-0,909.964386494645
3,24,243,438.173671366556,-0,958.357108809973
3,25,333,503.141984067834,-0,1025.49935811523
3,26,417,582.802306618958,53.0650038786722,1103.2908380918
3,27,522,662.928682849379,133.520242231176,1176.22916415936
3,28,713,740.98034143981,219.966019274895,1275.62694357452
3,29,555,830.280973361539,295.573983752759,1370.97123890116
3,30,707,931.004339187118,403.160521439495,1445.05922191481
3,31,1079,1032.3273327372,503.364260834817,1568.82961493147
4,1,1252,1132.16061788883,599.055264316719,1671.23889016238
4,2,1531,1237.3450422762,713.757503165505,1798.35420964432
4,3,1420,1361.91406630383,832.92614663086,1892.70489048326
4,4,1603,1475.91741238852,946.205989684183,2028.7263365114
4,5,1616,1585.03595524725,1035.5969192528,2104.60948840369
4,6,1742,1702.1412260114,1164.63370688168,2231.06784789172
4,7,2576,1803.17488197087,1265.64584438313,2361.77204512164
4,8,2150,1914.27710318978,1383.64587594663,2453.01294926545
4,9,2214,2017.84107167946,1495.72056548716,2553.27728859395
4,10,2187,2108.69452434319,1567.39809974981,2670.50319106466
4,11,2136,2197.19115415387,1651.75535940495,2731.65933151983
4,12,1889,2273.98340546899,1717.70047698328,2815.19568754828
4,13,1985,2329.57297732468,1787.68593408584,2849.02105458163
4,14,2473,2383.24591038714,1838.95442918136,2927.33708583983
4,15,2598,2413.05037407549,1867.52404547353,2928.39856052015
4,16,2183,2438.67990133712,1907.22157289664,2963.50779914887
4,17,2095,2443.88453158724,1904.91092217561,2976.55479438491
4,18,1946,2435.04506598275,1896.92493041473,2961.66253695507
4,19,1980,2412.12594677222,1879.01261562563,2943.89199797814
4,20,2245,2371.92105109192,1849.50834364544,2901.55278982325
4,21,2482,2316.83800223505,1765.50473351267,2854.69100239753
4,22,2467,2254.32597109305,1717.42415944805,2785.30163373634
4,23,2414,2197.00104809656,1652.55373318107,2741.44254732166
4,24,2169,2111.0638639337,1572.36504768068,2648.04928165394
4,25,1734,2031.78385737187,1489.57899786274,2592.30591296457
4,26,1406,1941.53670640984,1402.51968742048,2476.62770570727
4,27,1480,1890.41507462599,1340.32386249409,2531.62878612368
4,28,2244,1958.65982152814,1353.90054521694,2566.74227995603
4,29,2392,2031.41495283704,1409.29061490978,2610.29795604187
4,30,2191,2007.10269664339,1438.61245216427,2553.18392661955
5,1,1908,1962.76287999214,1379.55557951789,2514.60360064346
5,2,1743,1890.85093056254,1350.03907317722,2436.17552110947
5,3,1203,1817.95117883319,1278.50046854752,2350.85280675555
5,4,1358,1747.46279237998,1205.7889762505,2292.24939241353
5,5,2221,1672.02517311495,1121.66578508265,2220.97255806056
5,6,2322,1616.31470543529,1067.45624553926,2155.14552669729
5,7,1915,1543.00368972456,1010.32885838752,2079.36346102796
5,8,1771,1476.63762246112,923.638944100421,2027.57544609612
5,9,1466,1411.30376658751,862.499660697553,1983.23318935866
5,10,1000,1365.1979474941,802.463321891745,1917.01078438489
5,11,1035,1308.05207977864,747.713045628954,1837.11071867203
5,12,1589,1242.76914161192,694.315115216103,1805.67322088442
5,13,1735,1204.18926075393,632.687035633617,1749.94730543044
5,14,1773,1159.23866825522,605.93166749637,1717.86617816646
5,15,1665,1116.70346663748,553.634989477794,1669.11504298762
5,16,1197,1070.28802983681,523.246718402559,1629.28283206035
5,17,830,1034.68418040312,483.437555302792,1589.04085260979
5,18,1220,1008.71615155057,429.160109748539,1579.4501156868
5,19,1445,975.882421057804,422.891160809797,1548.2917444313
5,20,1503,947.787897795112,367.921897657028,1527.67100002773
5,21,1188,918.990601876361,351.320526640424,1501.06036788219
5,22,1204,895.05343714079,335.319993616942,1453.13553654935
5,23,1074,873.757464904471,303.70684826075,1447.04194219597
5,24,641,846.003411537746,281.016256625815,1424.31809021187
5,25,597,833.644753916832,256.860352184714,1418.92222873367
5,26,657,811.883388994078,244.068108384016,1390.07015965584
5,27,1479,789.039359430617,214.59186508026,1366.90386728639
5,28,1089,776.33695111539,201.40870094834,1359.80651778468
5,29,1117,758.144302858828,188.214789153162,1339.07364728963
5,30,952,755.698081846341,170.748515801992,1319.00669515382
5,31,621,733.96862413936,187.578654125043,1315.68262678623
6,1,774,718.608541583694,158.277520427473,1314.74807617389
6,2,981,725.561809204205,141.876652469307,1283.07151546813
6,3,1011,701.651880664592,144.589929652174,1266.37915886182
6,4,1005,689.420103771684,110.887600069694,1268.89516128831
