year,month,day,data,median,LB,UB
2022,9,13,1133,1133,1133,1133
2022,9,20,928,860.062681502758,746.884571286122,973.112907447104
2022,9,27,688,746.366601640373,646.904224352524,846.914454858413
2022,10,4,547,589.283847704107,491.425671658534,691.375139824299
2022,10,11,461,439.540045135197,347.278194871437,534.9007423562
2022,10,18,320,315.425883510058,221.758090426426,411.891880942674
2022,10,25,267,218.862745420101,124.188881724599,311.899889819581
2022,11,1,166,150.976826918552,57.8325598126995,246.119088808265
2022,11,8,105,102.458963266013,12.8231760171884,192.139647003799
2022,11,15,32,69.8234409096362,-0,164.707842211993
2022,11,22,10,47.9410418718176,-0,134.185123579034
2022,11,29,10,32.9924138100837,-0,118.47166618278
2022,12,6,10,24.0050469633944,-0,110.97057303426
2022,12,13,10,14.9313924845821,-0,103.304614121216
2022,12,20,10,10.5058333728206,-0,95.0099633947945
2022,12,27,10,6.60159259480855,-0,91.3610251139197
2023,1,3,10,5.07849932984124,-0,88.0303854977852
2023,1,10,10,3.20476644941139,-0,87.3446796465515
2023,1,17,10,2.42154008138562,-0,88.0569335332767
2023,1,24,10,4.26583878227182,-0,86.7608235138572
2023,1,31,10,1.67684603100379,-0,88.2909529782708
2023,2,7,10,-0.134715602053619,-0,87.260822106517
2023,2,14,10,-0.571518075210234,-0,85.9212756873774
2023,2,21,10,0.234177773042985,-0,85.6543574029748
2023,2,28,10,1.51781669117664,-0,85.0234044206858
2023,3,7,10,0.503481098625506,-0,86.8047526505924
2023,3,14,10,-0.976382064828802,-0,85.8751145535196
2023,3,21,10,1.24924697424856,-0,86.156513863137
2023,3,28,10,-0.965861366476866,-0,84.5908815894712
2023,4,4,10,0.13964821841027,-0,84.07846670627
2023,4,11,10,0.911885893859151,-0,88.7181144869064
2023,4,18,10,-0.127279221210845,-0,83.8478354639137
2023,4,25,10,0.0283045031981592,-0,84.9033072602095
2023,5,2,10,-0.569294496509643,-0,83.9371048142947
2023,5,9,10,1.08184889387793,-0,85.633945859545
2023,5,16,10,-0.835038513166003,-0,85.5066894422971
2023,5,23,10,-0.586294577505612,-0,83.2193025093043
2023,5,30,10,0.370620154722346,-0,87.2963888651734
2023,6,6,10,-0.835357225425518,-0,85.9293214976934
2023,6,13,10,-0.271766374714202,-0,85.9024982394934
